Price,Date,Close,High,Low,Open,Volume
Ticker,,SPY,SPY,SPY,SPY,SPY
3446,2023-09-13,430.16717529296875,431.323236125796,428.7894927679706,429.8877814297822,60199300
3447,2023-09-14,433.876220703125,434.569868937207,431.3328634452209,432.633457559199,83430800
3448,2023-09-15,428.648681640625,432.62223173023705,428.2136407942197,432.29352436707654,111848900
3449,2023-09-18,428.90008544921875,430.1955896700722,427.86560575276553,428.3393267614431,55752200
3450,2023-09-19,428.0106201171875,428.57137880593234,425.3326034960519,427.981617392204,66514600
3451,2023-09-20,424.0757751464844,429.68318495179983,423.8727265693422,429.2674693964477,82562600
3452,2023-09-21,417.0664978027344,421.49441429318694,416.91180676973505,421.233389771168,104095800
3453,2023-09-22,416.1286926269531,419.6864977783781,415.71294757869936,418.091288955446,100829700
3454,2023-09-25,417.87860107421875,417.9172517040119,414.485134786977,414.920205158679,70874500
3455,2023-09-26,411.73944091796875,415.54862280920696,410.90798029741677,414.84285049792544,96168400
3456,2023-09-27,411.90380859375,413.4700443597365,408.26867230252077,412.9092856337623,104705800
3457,2023-09-28,414.291748046875,415.964317107926,410.762945679416,411.35270706101295,92258300
3458,2023-09-29,413.28631591796875,417.5112133076614,411.7684378270295,417.3371969608053,115111300
3459,2023-10-02,413.1219177246094,414.3690937958554,410.36654108063146,412.4548256054054,83798600
3460,2023-10-03,407.5919189453125,413.1800040858978,406.2287317175528,410.9467055118216,103760600
3461,2023-10-04,410.5599670410156,411.3043900178651,406.59609392791054,408.0559666596498,87453000
3462,2023-10-05,410.4052734375,411.24638199806213,407.18585282564163,410.2699077129364,70142700
3463,2023-10-06,415.2779235839844,416.81512702154566,406.6347574601129,407.9592644123595,113273300
3464,2023-10-09,417.9366149902344,418.5070215863633,412.8319288458573,413.3829806224,80374400
3465,2023-10-10,420.11187744140625,422.70288570856627,418.1686064888882,418.5649967058061,78607300
3466,2023-10-11,421.83282470703125,422.08417183466213,418.797068320578,421.17540990507433,62451700
3467,2023-10-12,419.2611999511719,422.81900590982724,416.9118902695845,422.4419704136199,81154200
3468,2023-10-13,417.1728515625,421.95850789546967,415.60664534568787,420.75965970754623,95143100
3469,2023-10-16,421.5621032714844,422.6255856986061,419.1741138914331,419.4158131019472,75433200
3470,2023-10-17,421.5427551269531,423.5923892481788,418.09131276942526,418.4393454760135,75324700
3471,2023-10-18,415.9256286621094,420.7306097718711,414.8428210042976,419.77349041439385,93559800
3472,2023-10-19,412.2712097167969,418.449056290601,411.5944695651963,416.64115074369084,121323000
3473,2023-10-20,407.20513916015625,412.37750784711915,407.0987761718527,411.83610400929126,123919900
3474,2023-10-23,406.4993591308594,410.3568982821464,403.9276761980999,405.67757598059893,92035100
3475,2023-10-24,409.5641174316406,410.71460793995783,406.77006062450005,408.61664598235126,78564200
3476,2023-10-25,403.6860046386719,407.91093157015536,403.17360349885,407.88192884542195,94223200
3477,2023-10-26,398.8520202636719,403.47330792914914,397.9335809780985,402.6225515026816,115156800
3478,2023-10-27,397.0440979003906,400.83395429205797,395.6229054415524,400.43756406837696,107367700
3479,2023-10-30,401.7911071777344,402.84491222424634,398.53300645045545,399.82851071417565,86562700
3480,2023-10-31,404.3144836425781,404.63351364420447,400.4569438698378,402.36153498192397,79665200
3481,2023-11-01,408.6263732910156,409.43847913059346,404.7495083565733,405.2812643437381,98068100
3482,2023-11-02,416.4574279785156,416.61211901779166,412.39686933434086,412.41619465013827,94938900
3483,2023-11-03,420.2569580078125,421.80383898984763,418.63274625361095,418.7584345746445,100167800
3484,2023-11-06,421.2237243652344,421.66844265759465,419.28045324415575,421.01102787683624,67831700
3485,2023-11-07,422.4224853515625,423.0605747296388,420.08285380291056,421.223666855701,64256100
3486,2023-11-08,422.73193359375,423.5440394282341,420.43095231056213,423.02196085453033,61746000
3487,2023-11-09,419.4351501464844,423.91142437106953,419.00975716373983,423.8727442351021,83174400
3488,2023-11-10,425.9803466796875,426.28972875327344,419.42546520511473,421.5041020397778,89462200
3489,2023-11-13,425.5743103027344,426.6764433760795,423.86309048956497,424.64619358239656,52236100
3490,2023-11-14,433.8307800292969,435.1166069139446,431.2784220719966,431.50079597873554,97176900
3491,2023-11-15,434.74920654296875,436.3927730128096,433.8984205823122,435.16492211328534,77327600
3492,2023-11-16,435.2809143066406,435.59994425440004,433.24095780816333,434.30444014118734,66665800
3493,2023-11-17,435.8223571777344,436.43144390959674,434.37216191303287,435.2906012114316,83133200
3494,2023-11-20,439.1771240234375,440.01823251915994,435.56128392675316,435.5709613361329,69936200
